Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Dell,Alienware 17,Gaming,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,2799,2.9,1,111,1024,16,43.942,6,2526
Dell,Inspiron 7577,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.62,1159,2.8,1,216,1024,8,39.624,6,2421
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.02,1142.4,1.8,1,870,2048,8,39.624,1,1767
Dell,Latitude 5480,Ultrabook,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,256GB SSD,Intel HD Graphics 620,Linux,1.6,1099,2.8,1,885,256,8,35.56,2,1752
HP,Omen 17-w207nv,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,3.35,1999,2.8,1,111,1024,12,43.942,6,2526
Mediacom,FlexBook Edge,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,32GB SSD,Intel HD Graphics 500,Windows,1.16,299,1.1,1,1487,32,4,29.464,3,1150
Samsung,Chromebook 3,Netbook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,269,1.6,1,1487,16,4,29.464,4,1150
Lenovo,Thinkpad 13,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.4,1010,2.7,1,885,256,8,33.782,1,1752
Lenovo,IdeaPad 320s-14IKB,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,128GB SSD,Intel HD Graphics 620,Windows,1.7,599,2.7,1,885,128,4,35.56,1,1752
Lenovo,Thinkpad T570,Workstation,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,512GB SSD,Nvidia GeForce 940MX,Windows,2.3,2445,2.8,1,659,512,16,39.624,5,1978
Lenovo,Thinkpad P51,Notebook,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,512GB SSD,Nvidia Quadro M2200M,Windows,2.5,2449,2.9,1,305,512,16,39.624,1,2332
Asus,Rog Strix,Gaming,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows,3.2,1695,3.2,1,143,1024,8,43.942,6,2494
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400,Windows,2.1,347,1.6,0,1487,500,4,39.624,1,1150
Google,Pixelbook (Core,Ultrabook,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199,1.3,1,1043,512,16,31.242,2,1594
Lenovo,ThinkPad T470s,Ultrabook,2560x1440,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.32,2382,2.7,1,885,512,24,35.56,2,1752
Asus,VivoBook Max,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Linux,2,559,2.5,1,885,256,4,39.624,1,1752
Lenovo,IdeaPad 320-15AST,Notebook,1600x900,AMD A6-Series 9220 2.5GHz,1TB HDD,AMD Radeon R4,Windows,2.8,519,2.5,0,1454,1024,8,43.942,1,1183
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530,Windows,2.2,749,1.6,1,870,256,4,39.624,1,1767
Lenovo,ThinkPad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.36,1429,2.5,1,885,256,8,31.75,2,1752
Lenovo,IdeaPad 320-15IAP,Notebook,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505,Windows,2.2,349,1.1,1,1447,128,4,39.624,1,1190
HP,Omen 15-AX205na,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1099,2.8,1,270,1024,8,39.624,6,2367
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,256GB SSD,Nvidia GeForce 930MX,Windows,1.64,1179,2.8,1,707,256,8,35.56,1,1930
Acer,Aspire ES1-572,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Linux,2.4,441.8,2.5,0,885,500,4,39.624,1,1752
Dell,Precision 3520,Workstation,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows,2.23,1993,3,1,385,1024,8,39.624,5,2252
MSI,GV62 7RD-1686NL,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.2,1027.74,2.5,1,270,256,8,39.624,6,2367
Microsoft,Surface Laptop,Ultrabook,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,512GB SSD,Intel Iris Plus Graphics 640,Windows,1.25,2589,2.5,1,698,512,16,34.29,2,1939
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.91,589,2.5,1,885,128,8,39.624,1,1752
Dell,Precision 3520,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,256GB SSD,Nvidia Quadro M620,Windows,2.17,1975,2.7,1,385,256,16,39.624,5,2252
HP,ProBook 650,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,512GB SSD,Intel HD Graphics 620,Windows,2.31,1534,2.9,1,885,512,8,39.624,5,1752
Lenovo,ThinkPad T470,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.65,1345,2.5,1,885,256,8,35.56,1,1752
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,2.36,979,1.8,1,870,1024,8,39.624,1,1767
Dell,Inspiron 3168,2 in 1 Convertible,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,500GB HDD,Intel HD Graphics 405,Windows,1.47,479,1.6,0,1164,500,4,29.464,3,1473
Dell,Alienware 17,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,1TB HDD,Nvidia GeForce GTX 1060,Windows,4.42,2046,2.7,0,163,1024,8,43.942,1,2474
Microsoft,Surface Laptop,Ultrabook,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,128GB SSD,Intel HD Graphics 615,Windows,1.252,989,2.2,1,1043,128,4,34.29,2,1594
Microsoft,Surface Laptop,Ultrabook,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,256GB SSD,Intel Iris Plus Graphics 640,Windows,1.25,1799,2.5,1,698,256,8,34.29,2,1939
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,1600x900,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520,Windows,2.5,639.9,2,1,921,256,8,43.942,1,1716
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 940MX,Windows,2.23,544,2,0,659,1024,4,39.624,1,1978
Acer,TravelMate B,Netbook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400,Windows,1.4,435,1.6,1,1487,128,4,29.464,4,1150
Asus,Pro P2540UA-AB51,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.37,749,2.5,0,885,1024,8,39.624,1,1752
Lenovo,IdeaPad 510s-14IKB,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,AMD Radeon R7 M460,No OS,1.5,799,2.7,1,460,512,8,35.56,1,2177
Lenovo,Thinkpad P51,Notebook,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,256GB SSD,Nvidia Quadro M2200M,Windows,2.67,2090,2.9,1,305,256,8,39.624,1,2332
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,500GB HDD,Intel HD Graphics 500,Windows,2,304,1.1,0,1487,500,4,39.624,1,1150
Acer,Aspire 5,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Nvidia GeForce GTX 940MX,Windows,2.2,469,2,0,659,500,4,39.624,1,1978
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,2TB HDD,AMD Radeon 530,Windows,2.02,759,1.6,0,870,2048,8,39.624,1,1767
HP,Omen 17-an006nv,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1060,Windows,3.78,1699,2.8,0,163,1024,12,43.942,6,2474
Lenovo,Thinkpad T460s,Ultrabook,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.4,1858,2.6,1,921,256,12,35.56,2,1716
HP,Spectre x360,2 in 1 Convertible,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.29,1999,1.8,1,809,512,8,33.782,3,1828
HP,ZBook 15u,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD FirePro W4190M,Windows,1.9,1154,2.5,0,786,500,8,39.624,1,1851
Google,Pixelbook (Core,Ultrabook,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1275,1.2,1,1043,128,8,31.242,2,1594
Dell,Latitude 7390,Ultrabook,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.42,1841.85,1.6,1,809,256,8,33.782,2,1828
Asus,ZenBook Pro,Notebook,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows,2.06,1299,2.6,1,840,1024,12,39.624,1,1797
Dell,Latitude E5470,Notebook,1366x768,Intel Core i3 6100U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.79,740,2.3,1,921,128,8,35.56,1,1716
Dell,Precision M5520,Workstation,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia Quadro M1200,Windows,1.78,2408,2.8,1,343,256,8,39.624,5,2294
Lenovo,Thinkpad T470,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1GB SSD,Intel HD Graphics 620,Windows,1.7,1364,2.5,1,885,1,8,35.56,1,1752
Dell,Inspiron 3576,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,1TB HDD,AMD Radeon 520,Windows,2.2,675,1.6,0,948,1024,8,39.624,1,1689
Toshiba,Portege X30-D-10J,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.05,1672,2.5,1,885,256,8,33.782,1,1752
Dell,Inspiron 7570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Nvidia GeForce 940MX,Windows,2.16,1262,1.8,1,659,512,8,39.624,1,1978
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2.18,586.6,2.4,0,885,1024,4,39.624,1,1752
HP,ProBook 430,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,128GB SSD,Intel UHD Graphics 620,Windows,1.49,726,1.6,1,809,128,4,33.782,1,1828
Chuwi,"Lapbook 15,6",Notebook,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,64GB Flash Storage,Intel HD Graphics,Windows,1.89,248.9,1.4,1,1487,64,4,39.624,1,1150
Lenovo,ThinkPad E570,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,128GB SSD,Intel HD Graphics 520,Windows,2.3,565,2,1,921,128,4,39.624,1,1716
Lenovo,ThinkPad E480,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.75,1049,1.6,1,809,256,8,35.56,1,1828
Dell,Precision 3520,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,512GB SSD,Nvidia Quadro M620,Windows,2.17,2338,2.7,1,385,512,16,39.624,5,2252
Dell,XPS 15,Notebook,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1050,Windows,2.06,1899,2.8,1,270,512,16,39.624,1,2367
Lenovo,Thinkpad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.36,1798,2.7,1,885,512,16,31.75,2,1752
Asus,Zenbook UX390UA,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,0.91,1950,2.7,1,885,512,16,31.75,2,1752
Lenovo,Thinkpad E570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 940MX,Windows,2.3,1011.99,2.5,1,659,256,8,39.624,1,1978
Toshiba,Portege X30-D-10L,Ultrabook,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.05,2799,2.7,1,885,512,32,33.782,2,1752
Asus,VivoBook Pro,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,1.99,1350,2.8,1,270,1024,8,39.624,6,2367
Acer,Aspire 5,Notebook,1366x768,AMD A10-Series 9620P 2.5GHz,1TB HDD,AMD Radeon RX 540,Windows,2.2,579,2.5,0,540,1024,8,39.624,1,2097
Asus,Rog G752VL-UH71T,Gaming,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,4.33,1269,2.6,1,301,1024,24,43.942,6,2336
Lenovo,Thinkpad X260,Ultrabook,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,1GB SSD,Intel HD Graphics 520,Windows,1.3,1099,2.3,1,921,1,8,31.75,2,1716
Lenovo,Ideapad 520-15IKBR,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,2.17,898.9,1.8,1,809,256,8,39.624,1,1828
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,1TB SSD,Intel HD Graphics 620,Windows,1.48,1749,2.8,1,885,1024,8,35.56,1,1752
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows,1.4,949,2.4,1,885,256,8,33.782,1,1752
Lenovo,ThinkPad L570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.3,911,2.5,1,885,256,8,39.624,1,1752
Asus,VivoBook E201NA,Netbook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,64GB Flash Storage,Intel HD Graphics 500,Windows,1.2,340,1.1,1,1487,64,4,29.464,4,1150
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon 520,Windows,1.91,618.99,2.5,1,948,256,8,39.624,1,1689
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.4,1599,1.6,1,809,256,8,35.306,3,1828
Lenovo,IdeaPad 320-14IAP,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,500GB HDD,Intel HD Graphics 500,Windows,2.1,299,1.1,0,1487,500,4,35.56,1,1150
Lenovo,Chromebook N23,Netbook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,16GB SSD,Intel HD Graphics 400,Chrome OS,1.25,265,1.6,1,1487,16,4,29.464,4,1150
Lenovo,ThinkPad 13,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.44,949,2.5,1,885,256,8,33.782,1,1752
Asus,ZenBook UX510UX-CN211T,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows,2,1224,2.7,1,885,1024,8,39.624,1,1752
Acer,Aspire A515-51G-59QF,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,1TB HDD,Nvidia GeForce MX150,Windows,2.2,613,1.6,0,469,1024,4,39.624,1,2168
HP,Envy 13-AB002nv,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.34,1323,2.7,1,885,512,8,33.782,2,1752
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,1149,2.8,1,163,1024,8,39.624,6,2474
Dell,XPS 13,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.29,899,2.5,1,885,128,8,33.782,2,1752
Acer,Aspire A515-51G,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,500GB HDD,Nvidia GeForce 940MX,Windows,2.2,639,2.7,0,659,500,4,39.624,1,1978
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.18,836,2.5,0,885,1024,8,39.624,1,1752
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.2,1219.24,1.8,1,870,2048,16,39.624,1,1767
Xiaomi,Mi Notebook,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1399.95,1.8,1,469,256,16,39.624,1,2168
Asus,VivoBook E12,Netbook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.1,245,1.1,1,1487,32,2,29.464,4,1150
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620,Windows,2.04,521.47,1.6,0,809,1024,4,39.624,1,1828
Asus,ROG Zephyrus,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX1080,Windows,2.24,2968,2.8,1,50,512,24,39.624,6,2587
HP,Probook 450,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 930MX,Windows,2.04,889,2.5,1,707,256,8,39.624,1,1930
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows,3,1504,2.8,1,216,1024,16,43.942,6,2421
Lenovo,Legion Y720-15IKB,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.2,1399,2.8,1,163,1024,8,39.624,6,2474
HP,Spectre X360,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,1399,2.7,1,885,256,8,33.782,2,1752
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows,1.64,1279.73,2.6,1,885,256,8,35.56,1,1752
HP,ProBook 440,Notebook,1366x768,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Windows,1.63,689,2,1,921,128,4,39.624,1,1716
Dell,Inspiron 5770,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8,889,1.6,1,870,1024,8,43.942,1,1767
Lenovo,ThinkPad L470,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,2.02,1340,2.3,1,921,256,8,35.56,1,1716
Lenovo,IdeaPad 320-15IKB,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 920MX,Windows,2.2,799,2.7,0,784,1024,4,39.624,1,1853
Lenovo,IdeaPad 320-15ISK,Notebook,1366x768,Intel Core i3 6006U 2GHz,2TB HDD,Nvidia GeForce 920MX,No OS,2.2,459,2,0,784,2048,8,39.624,1,1853
Dell,Inspiron 3567,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon R5 M430,Windows,2.3,585,2.5,0,1117,500,4,39.624,1,1520
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows,1.9,1377,2.8,1,885,256,8,39.624,1,1752
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,3012.77,2.8,1,111,1024,16,43.942,6,2526
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2,860,2.5,0,885,500,8,39.624,1,1752
Asus,Zenbook UX510UW-FI095T,Notebook,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2,1299,2.7,1,330,1024,8,39.624,1,2307
Mediacom,SmartBook Edge,Notebook,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,32GB SSD,Intel HD Graphics 500,Windows,1.2,369,1.1,1,1487,32,4,33.782,1,1150
Asus,ROG Strix,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.3,1649,2.5,1,163,1024,8,39.624,6,2474
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,256GB SSD,Nvidia GeForce 930MX,Windows,1.93,1369,2.8,1,707,256,8,39.624,1,1930
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530,Windows,2.2,797.41,1.6,1,870,256,8,39.624,1,1767
HP,250 G6,Notebook,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,256GB SSD,Intel HD Graphics 405,Windows,1.86,398.99,1.6,1,1164,256,4,39.624,1,1473
HP,Omen 15-ce006nv,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1060,Windows,2.62,1799,2.8,0,163,1024,12,43.942,6,2474
Lenovo,Thinkpad E470,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX,Windows,1.87,859,2.7,1,659,256,8,35.56,1,1978
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.2,1399,1.8,1,809,256,8,33.782,2,1828
Dell,Vostro 5468,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Windows,1.6,735.87,2,1,921,128,4,35.56,1,1716
HP,Envy 13-AB020nr,Ultrabook,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.34,1145,2.7,1,885,256,8,33.782,2,1752
Acer,Aspire 7,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,798,2.5,0,270,1024,8,39.624,6,2367
Asus,VivoBook X540YA-XX519T,Notebook,1366x768,AMD E-Series 7110 1.8GHz,500GB HDD,AMD Radeon R2 Graphics,Windows,2,349,1.8,0,1540,500,4,39.624,1,1097
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows,2.1,705.5,2.4,1,885,128,4,39.624,1,1752
Lenovo,ThinkPad E470,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,1.87,785,2.5,0,885,500,4,35.56,1,1752
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,1TB HDD,Intel HD Graphics 520,No OS,2.15,462.35,2.3,0,921,1024,4,39.624,1,1716
HP,250 G6,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,Windows,1.86,397,2,0,921,500,4,39.624,1,1716
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.99,1729,2.7,1,885,512,8,39.624,1,1752
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Windows,2.2,499,2,1,921,128,4,39.624,1,1716
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.9,1116.99,2.5,1,885,256,8,39.624,1,1752
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,2699,2.8,1,111,1024,16,43.942,6,2526
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,1600x900,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520,Windows,2.65,544.15,2,0,921,1024,8,43.942,1,1716
